ID;Nummer;Betreiber;Anlagenname;Bundesland;PLZ;Ort Orignal;Ort;VET 2018 [t CO2 Äq];Haupttätigkeit nach TEHG;Bezeichnung Haupttätigkeit nach TEHG;NACE WZ2008;AGS_manual;AGS;Prüfsumme
209784;14310-1919;Molkerei Ammerland eG;Anlage zur Energieerzeugung, bestehend aus zwei Feuerungsanlagen und zwei Sprühtrocknungsanlagen nach der Nr. 1.2.3.1 V der 4. BImSchV.;NI;26215;Wiefelstede-Dringenburg;Wiefelstede-Dringenburg;20.583;3;Energieumwandlung 20–50 MW FWL;NACE 10.51;;#NV;0
1803;14330-0004;ExxonMobil Production Deutschland GmbH;Verdichterstation Visbek;NI;49695;Garthe;Garthe;60.822;6;Antriebsmaschinen (Turbinen);NACE 06.20;;#NV;0
1805;14330-0006;Gasunie Deutschland Transport Services GmbH;Verdichterstation Ellund - Gasturbinenanlage;SH;24983;Handewitt (Ellund);Handewitt (Ellund);127;6;Antriebsmaschinen (Turbinen);NACE 35.22;;#NV;0
1809;14330-0010;GASCADE Gastransport GmbH;Verdichterstation Mallnow;BB;15326;Mallnow;Mallnow;193.401;6;Antriebsmaschinen (Turbinen);NACE 35.22;;#NV;0
1816;14330-0017;terranets bw GmbH;Erdgasverdichterstation Scharenstetten;BW;89160;Dornstadt (Scharenstetten);Dornstadt (Scharenstetten);9.223;6;Antriebsmaschinen (Turbinen);NACE 35.22;;#NV;0
1843;14330-0045;bayernugs GmbH;Speicheranlage Wolfersberg;BY;85667;Wolfersberg;Wolfersberg;6.284;5;Antriebsmaschinen (Motoren);NACE 35.22;;#NV;0
1867;14330-0052;GASCADE Gastransport GmbH;Verdichterstation Eischleben;TH;99334;Ichtershausen;Ichtershausen;32.860;6;Antriebsmaschinen (Turbinen);NACE 35.22;;#NV;0
206995;14330-0078;Gasunie Deutschland Transport Services GmbH;Verdichterstation Embsen - Gasturbinenanlage;NI;28832;Achim (Ortsteil Embsen);Achim (Ortsteil Embsen);4.169;6;Antriebsmaschinen (Turbinen);NACE 35.22;;#NV;0
209969;14330-0080;Open Grid Europe GmbH;Open Grid Europe GmbH Werk Herbstein;HE;36358;Herbstein-Rixfeld;Herbstein-Rixfeld;17.386;6;Antriebsmaschinen (Turbinen);NACE 49.50;;#NV;0
202454;14613-0001;SKW Stickstoffwerke Piesteritz GmbH;Salpetersäureanlage;ST;06886;Lutherstadt Wittenberg;Lutherstadt Wittenberg;30.145;23;Herstellung von Salpetersäure;NACE 20.15;15091375;#NV;0
202455;14615-0001;SKW Stickstoffwerk Piesteritz GmbH;Ammoniakanlage 2;ST;06886;Lutherstadt Wittenberg;Lutherstadt Wittenberg;1.343.076;26;Herstellung von Ammoniak;NACE 20.15;15091375;#NV;0
202457;14615-0002;SKW Stickstoffwerke Piesteritz GmbH;Ammoniakanlage 1;ST;06886;Lutherstadt Wittenberg;Lutherstadt Wittenberg;1.249.030;26;Herstellung von Ammoniak;NACE 20.15;15091375;#NV;0
204785;14616-0112;Borealis Agrolinz Melamine Deutschland GmbH (BAMD);Melaminanlagen Piesteritz;ST;06886;Lutherstadt Wittenberg;Lutherstadt Wittenberg;36.520;27;Herstellung organischer Grundchemikalien;NACE 20.14;15091375;#NV;0
;14616-0216;Lanxess Deutschland GmbH;Polyamid-Anlage;NW;47829;Krefeld-Uerdingen;Krefeld;1.379;27;Herstellung organischer Grundchemikalien;NACE 20.16;;05114000;1
204254;14632-0002;Real Alloy Germany GmbH;Werk Töging;BY;84513;Töging am Inn;Töging a.Inn;41.685;13;Verarbeitung von Nichteisenmetallen;NACE 24.53;;09171132;1
206997;14632-0011;Novelis Sheet Ingot GmbH;Anlage zum Aufbereiten und Schmelzen von Aluminium-Schrotten;ST;06469;Stadt Seeland;Seeland;117.641;13;Verarbeitung von Nichteisenmetallen;NACE 24.42;;15089307;1
202985;14633-0023;Novelis Deutschland GmbH, Werk Nachterstedt;Anlage zum Glühen und Beschichten von Aluminiumband;ST;06469;Stadt Seeland;Seeland;11.045;13;Verarbeitung von Nichteisenmetallen;NACE 24.42;;15089307;1
202528;14642-0008;Knauf Gips KG;Gipsbauplattenwerk Lauffen;BW;78652;Deißlingen/Lauffen;Lauffen am Neckar;21.634;19;Herstellung von Gips;NACE 23.62;;08125056;1
210665;14310-1909;Holzheizkraftwerk Horn GmbH & Co. KG;Holzheizkraftwerk Horn;NW;32805;Horn- Bad Meinberg;Horn- Bad Meinberg;2.771;1;Verbrennung;NACE 35.30;;#NV;0
1468;14310-0930;DFS Energy GmbH;Energiezentrale DFS Energy GmbH;HE;63225;Langen;Langen;22.048;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;03352030;49
122;14240-0002;Wünschendorfer Dolomitwerk GmbH;Schachtofenanlage Wünschendorf;TH;07570;Wünschendorf;Wünschendorf;112.942;15;Herstellung von Kalk;NACE 23.52;;16076084;1
1807;14330-0008;GASCADE Gastransport GmbH;Verdichterstation Rückersdorf;TH;07580;Rückersdorf;Rückersdorf;98.804;6;Antriebsmaschinen (Turbinen);NACE 35.22;;16076062;4
741;14310-0131;SWM Services GmbH;Heizkraftwerk Nord 2;BY;85774;München;München;1.346.205;2;Energieumwandlung ? 50 MW FWL;NACE 35.11, NACE 35.30;;09162000;3
747;14310-0141;SWM Services GmbH;Heizkraftwerk Süd GuD;BY;81379;München;München;907.100;2;Energieumwandlung ? 50 MW FWL;NACE 35.11, NACE 35.30;;09162000;3
750;14310-0144;SWM Services GmbH;Heizwerk Süd;BY;81379;München;München;538;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
756;14310-0150;SWM Services GmbH;Heizwerk Freimann;BY;80807;München;München;14.550;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
757;14310-0151;SWM Services GmbH;Heizwerk Koppstrasse;BY;81379;München;München;9.713;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
758;14310-0152;SWM Services GmbH;Heizwerk Perlach;BY;81735;München;München;9.770;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
759;14310-0153;SWM Services GmbH;Heizwerk Theresienstrasse;BY;80779;München;München;10.668;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
766;14310-0160;SWM Services GmbH;Heizwerk Gaisbergstrasse;BY;81675;München;München;4.895;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
767;14310-0161;SWM Services GmbH;Heizwerk Kathi-Kobus-Strasse;BY;80797;München;München;661;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
807;14310-0206;SWM Services GmbH;Heizwerk Riem;BY;81829;München;München;2.016;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;09162000;3
1164;14310-0606;MAN Truck & Bus AG Produktionseinheit Truck Standort München;Heizwerk A1;BY;80995;München;München;20.737;3;Energieumwandlung 20–50 MW FWL;NACE 29.10;;09162000;3
1252;14310-0696;MTU Aero Engines AG;Heizwerk MTU;BY;80995;München;München;13.601;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
1372;14310-0827;Flughafen München GmbH;Flughafen München GmbH - Energiezentrale;BY;85326;München;München;74.521;2;Energieumwandlung ? 50 MW FWL;NACE 52.23;;09162000;3
204138;14310-1657;MTU Aero Engines AG;Prüfstandsanlage 2;BY;80995;München;München;1.865;1;Verbrennung;NACE 30.30;;09162000;3
204139;14310-1658;MTU Aero Engines AG;Prüfstandsanlage 3;BY;80995;München;München;272;1;Verbrennung;NACE 30.30;;09162000;3
204135;14310-1806;MTU Aero Engines AG;Prüfstandsanlage 4;BY;80995;München;München;1.928;1;Verbrennung;NACE 30.30;;09162000;3
204137;14310-1807;MTU Aero Engines AG;Prüfstandsanlage 5;BY;80995;München;München;0;1;Verbrennung;NACE 30.30;;09162000;3
201870;14310-1849;SWM Services GmbH;Heizwerk Freiham;BY;81249;München;München;5.257;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;09162000;3
210456;14310-1943;Bayerische Motoren Werke Aktiengesellschaft;BMW Werk München Energiezentrale;BY;80788;München;München;1;3;Energieumwandlung 20–50 MW FWL;NACE 30.99;;09162000;3
205504;14280-0162;Koehler Greiz GmbH & Co. KG;Papierfabrik Greiz;TH;07973;Greiz;Greiz;0;21;Herstellung von Papier;NACE 17.12;16076022;16076022;2
1875;14240-0077;Wünschendorfer Dolomitwerk GmbH;Schachtofenanlage Caaschwitz;TH;07586;Caaschwitz;Caaschwitz;69.603;15;Herstellung von Kalk;NACE 23.52;;16076012;1
490;14270-0003;Zellstoff- und Papierfabrik Rosenthal GmbH;Zellstoff- und Papierfabrik Rosenthal GmbH, Zellstofffabrik;TH;07366;Rosenthal am Rennsteig;Blankenstein;53.521;20;Herstellung von Zellstoff;NACE 17.11;;16075004;1
7;14210-0007;Bayernoil Raffineriegesellschaft mbH;Standort Neustadt;BY;93333;Neustadt;Neustadt;1.099.625;7;Raffinerien;NACE 19.20;;16061073;23
205507;14280-0155;Progroup Paper PM1 GmbH;PM1;ST;39288;Burg;Burg;6;21;Herstellung von Papier;NACE 17.12;;15086015;52
1151;14310-0591;Sales & Solutions GmbH;Dampferzeugungsanlage Burg;ST;39288;Burg;Burg;90.927;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;15086015;52
1414;14310-0871;Stadtwerke Burg GmbH;Heizkraftwerk Burg-Süd;ST;39288;Burg;Burg;9.956;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;15086015;52
1143;14310-0583;Konrad Hornschuch AG (vormals IHKW Industrieheizkraftwerk Weißbach GmbH);Industrieheizkraftwerk Weißbach;BW;74679;Weißbach;Weißbach;16.406;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16074108;2
1889;14250-0097;SCHOTT Technical Glass Solutions GmbH;Glasschmelzanlage SCHOTT Technical Glass Solutions GmbH Jena;TH;07745;Jena;Jena;17.782;16;Herstellung von Glas;NACE 23.11;;16053000;2
973;14310-0394;TEAG Thüringer Energie AG;HKW Jena;TH;07745;Jena;Jena;261.879;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;16053000;2
1188;14310-0631;job Jenaer Objektmanagement- und Betriebsgesellschaft mbH;BMHKW Hermsdorf;TH;07629;Hermsdorf;Hermsdorf;2.049;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16074041;4
201664;14226-0036;Gienanth GmbH;Eisengießerei;RP;67304;Eisenberg;Eisenberg;40.512;11;Verarbeitung von Eisenmetallen;NACE 24.51;;16074018;3
318;14260-0047;Wienerberger GmbH;Hintermauerziegelwerk Eisenberg;TH;07607;Eisenberg;Eisenberg;30.294;17;Herstellung von Keramik;keine Information;;16074018;3
39;14220-0002;Stahlwerk Thüringen GmbH;Elektrostahlwerk;TH;07333;Unterwellenborn;Unterwellenborn;43.091;10;Herstellung von Roheisen und Stahl;NACE 24.10;;16073111;1
202270;14226-0059;Stahlwerk Thüringen GmbH;Walzwerk;TH;07333;Unterwellenborn;Unterwellenborn;62.159;11;Verarbeitung von Eisenmetallen;NACE 24.10;;16073111;1
203661;14280-0165;Papierfabrik Adolf Jass Schwarza GmbH;Papierfabrik Adolf Jass Schwarza GmbH;TH;07407;Rudolstadt;Rudolstadt;0;21;Herstellung von Papier;NACE 17.12;;16073076;1
1189;14310-0633;TWS Thüringer Wärme Service GmbH;HKW Schwarza;TH;07407;Rudolstadt;Rudolstadt;126.408;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;16073076;1
235;14250-0051;SP Spezialglas Piesau GmbH;Wanne 7;TH;98739;Piesau;Piesau;22.711;16;Herstellung von Glas;NACE 23.13;;16073066;1
236;14250-0052;SP Spezialglas Piesau GmbH;Wanne8;TH;98739;Piesau;Piesau;0;16;Herstellung von Glas;NACE 23.13;;16073066;1
268;14250-0085;DBW Fiber Neuhaus GmbH;Anlage zur Herstellung von Glas und Glasfasern;TH;98724;Neuhaus am Rennweg;Neuhaus am Rennweg;4.386;16;Herstellung von Glas;NACE 23.14;;16072013;1
265;14250-0081;Lauscha Fiber International GmbH;Anlage zur Herstellung von Glas und Mikrofasern;TH;98724;Lauscha;Lauscha;18.496;16;Herstellung von Glas;NACE 23.14;;16072011;1
720;14310-0109;Fernwärmeversorgung Hamm GmbH;HW Mitte;NW;59065;Hamm;Hamm;3.143;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07232046;15
746;14310-0138;Fernwärmeversorgung Hamm GmbH;HW-BHKW-Heessen;NW;59073;Hamm;Hamm;1.827;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07232046;15
1088;14310-0523;DuPont de Nemours (Deutschland) GmbH;Kraftwerk Werk Uentrop;NW;59071;Hamm;Hamm;15.441;3;Energieumwandlung 20–50 MW FWL;NACE 20.16;;07232046;15
1474;14310-0938;RWE Generation SE;Kraftwerk Westfalen;NW;59071;Hamm;Hamm;0;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;07232046;15
4140;14310-1454;Jäckering Mühlen- und Nährmittelwerke GmbH;BHKW Jäckering Mühlenwerke, Hamm;NW;59067;Hamm;Hamm;37.154;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07232046;15
206010;14310-1872;RWE Generation SE;Kraftwerk Westfalen, D&E;NW;59071;Hamm;Hamm;2.991.509;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;07232046;15
209423;14310-1921;GETEC heat & power GmbH;Gaskessel-Anlage DuPont;NW;59071;Hamm;Hamm;20.932;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;07232046;15
263;14250-0079;Wiegand-Glashüttenwerke GmbH;Wiegand-Glashüttenwerke GmbH Werk Großbreitenbach;TH;98701;Großbreitenbach;Großbreitenbach;45.036;16;Herstellung von Glas;NACE 23.13;;16070058;2
1330;14310-0783;Energieversorgung Gera GmbH;Heizwerk Gera-Sued;TH;07548;Gera;Gera;9.186;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;16052000;7
1331;14310-0784;Energieversorgung Gera GmbH;Heizkraftwerk Gera-Nord;TH;07546;Gera;Gera;123.923;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;16052000;7
210658;14310-1918;ENGIE Deutschland GmbH;Heizkraftwerk Gera-Tinz;TH;07546;Gera;Gera;356;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;16052000;7
1324;14310-0777;STEAG New Energies GmbH;Heizkraftwerk Ilmenau;TH;98693;Ilmenau;Ilmenau;7.858;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;16070029;1
3596;14215-0008;Dow Olefinverbund GmbH;Ethylenanlage (Cracker) Böhlen;SN;04561;Böhlen;Böhlen;1.139.854;27;Herstellung organischer Grundchemikalien;NACE 20.14;;14729040;2
202178;14613-0006;Dow Olefinverbund GmbH;Anilin-Anlage in Böhlen;SN;04564;Böhlen;Böhlen;36.383;23;Herstellung von Salpetersäure;NACE 20.14;;14729040;2
202203;14616-0049;Dow Olefinverbund GmbH;Acrylat-Anlage in Böhlen;SN;04561;Böhlen;Böhlen;94.128;27;Herstellung organischer Grundchemikalien;NACE 20.14;;14729040;2
202206;14616-0056;Dow Olefinverbund GmbH;Aromaten-Anlage;SN;04564;Böhlen;Böhlen;10.051;27;Herstellung organischer Grundchemikalien;NACE 20.14;;14729040;2
205786;14616-0068;TRINSEO Deutschland GmbH;Ethylbenzol/Styrolmonomer-Anlage in Böhlen (EB/SM);SN;04564;Böhlen;Böhlen;96.753;27;Herstellung organischer Grundchemikalien;NACE 20.14;;14729040;2
202207;14616-0070;Dow Olefinverbund GmbH;Butadien-Anlage in Böhlen;SN;04564;Böhlen;Böhlen;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;14729040;2
203347;14642-0014;Etex Building Performance GmbH;Werk Lippendorf;SN;04564;Böhlen;Böhlen;22.813;19;Herstellung von Gips;NACE 23.62;;14729040;2
204361;14310-1810;N3 Engine Overhaul Services GmbH & Co. KG;Prüfstand für Flugzeugtriebwerke;TH;99310;Arnstadt;Arnstadt;7.178;1;Verbrennung;NACE 33.16;;16070004;1
266;14250-0082;Wiegand-Glashüttenwerke GmbH;Wiegand-Glashüttenwerke GmbH Werk Schleusingen;TH;98553;Schleusingen;Schleusingen;46.413;16;Herstellung von Glas;NACE 23.13;;16069043;1
1216;14310-0660;STEAG New Energies GmbH;Heizwerk Sömmerda;TH;99610;Sömmerda;Sömmerda;9.354;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16068051;2
1124;14310-0561;GETEC heat & power GmbH;Heizwerk TGZ;TH;99195;Alperstedt;Alperstedt;642;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16068001;1
1127;14310-0564;GETEC heat & power GmbH;Heizwerk GBT;TH;99195;Alperstedt;Alperstedt;590;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16068001;1
1673;14310-1192;Phoenix Compounding Technology GmbH Werk Waltershausen;Feuerungsanlage für Heizöl und Gas;TH;99880;Waltershausen;Waltershausen;10.668;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16067072;1
1092;14310-0528;Stadtwerke Gotha GmbH Bereich Fernwärme;HKW Gotha-West;TH;99867;Gotha;Gotha;29.966;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16067029;2
206063;14310-1876;Spanplattenwerk Gotha GmbH;Spanplattenwerk Gotha;TH;99867;Gotha;Gotha;4.224;1;Verbrennung;NACE 16.21;;16067029;2
503;14280-0011;Werra Papier Wernshausen GmbH;TH_O_53/41300255500;TH;98574;Schmalkalden;Schmalkalden;4.939;21;Herstellung von Papier;NACE 17.12;;16066063;2
509;14280-0017;Werra Papier Wernshausen GmbH;TH_W_53/42200235200 (PM5);TH;98574;Schmalkalden;Schmalkalden;3.340;21;Herstellung von Papier;NACE 17.12;;16066063;2
1864;14280-0140;Werra Papier Wernshausen GmbH;TH_T_PM2;TH;98574;Schmalkalden;Schmalkalden;10.318;21;Herstellung von Papier;NACE 17.12;;16066063;2
201643;14260-0276;Creaton Produktions GmbH Werk Großengottern;Anlage zum Brennen keramischer Erzeugnisse;TH;99991;Großengottern;Großengottern;25.672;17;Herstellung von Keramik;NACE 23.32;;16064018;1
1515;14310-0989;Volkswagen AG;Heizkraftwerk West;NI;38440;Wolfsburg;Wolfsburg;1.688.622;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03103000;2
1527;14310-1002;Volkswagen AG;Heizkraftwerk Nord / Süd;NI;38440;Wolfsburg;Wolfsburg;782.255;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03103000;2
1344;14310-0798;K+S KALI GmbH, Werk Werra, Standort Unterbreizbach;Trocknung Standort Unterbreizbach;TH;36414;Unterbreizbach;Unterbreizbach;16.622;3;Energieumwandlung 20–50 MW FWL;NACE 20.15;;16063078;1
1352;14310-0807;K+S KALI GmbH, Werk Werra, Standort Unterbreizbach;Kraftwerk Standort Unterbreizbach;TH;36414;Unterbreizbach;Unterbreizbach;117.530;2;Energieumwandlung ? 50 MW FWL;NACE 20.15;;16063078;1
4156;14310-1756;Pollmeier Schnittholz GmbH & Co. KG;Werk Creuzburg;TH;99831;Creuzburg;Creuzburg;17;4;Energieumwandlung 20–50 MW FWL, andere Brennstoffe;NACE 16.10;;16063013;1
977;14310-0399;TEAG Thüringer Energie AG;HKW Bad Salzungen;TH;36433;Bad Salzungen;Bad Salzungen;17.048;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;16063003;1
902;14310-0312;DEUSA International GmbH;GMHKW Bleicherode;TH;99752;Bleicherode;Bleicherode;42.403;3;Energieumwandlung 20–50 MW FWL;NACE 20.15;;16062066;2
406;14260-0146;Ziegelwerk Nordhausen Dipl.-Ing Sourell GmbH;Ziegelwerk Nordhausen Dipl.-Ing.Sourell GmbH;TH;99734;Nordhausen;Nordhausen, Stadt;5.052;17;Herstellung von Keramik;NACE 23.32;16062041;#NV;0
1155;14310-0597;Energieversorgung Nordhausen GmbH;BHKW Mitte;TH;99734;Nordhausen;Nordhausen;23.965;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;16062041;2
338;14260-0070;ERLUS AG;Werk Teistungen;TH;37339;Teistungen;Teistungen;2.863;17;Herstellung von Keramik;NACE 23.32;;16061114;1
116;14230-0045;Deuna Zement GmbH;Deuna Drehofenanlagen 1 und 4;TH;37355;Deuna;Deuna;1.010.775;14;Herstellung von Zementklinker;NACE 23.51;;16061022;1
201895;14280-0156;Neukölln Spezialpapier NK GmbH & Co. KG;Anlage zur Herstellung von Spezialpapier;BE;12359;Berlin;Berlin;328;21;Herstellung von Papier;keine Information;;11000000;15
745;14310-0137;Daimler AG;Heizwerk Bau 11;BE;12277;Berlin;Berlin;6.542;3;Energieumwandlung 20–50 MW FWL;NACE 29.32;;11000000;15
802;14310-0200;Philip Morris Manufacturing GmbH;Feuerungsanlage zur Dampferzeugung;BE;12057;Berlin;Berlin;7.304;3;Energieumwandlung 20–50 MW FWL;NACE 12.00;;11000000;15
812;14310-0213;Vattenfall Wärme Berlin AG;BHKW Lange Enden;BE;13437;Berlin;Berlin;27.940;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
869;14310-0276;Vattenfall Wärme Berlin AG;HKW Wallenroder Str. (FHW Märkisches Viertel);BE;13435;Berlin;Berlin;33.972;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1002;14310-0427;BTB Blockheizkraftwerks- Träger- und Betreibergesellschaft mbH Berlin;BTB Heizkraftwerk Schöneweide;BE;12349;Berlin;Berlin;64.327;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;11000000;15
1038;14310-0467;Fernheizwerk Neukölln AG (FHW Neukölln AG);Fernheizwerk Neukölln;BE;12059;Berlin;Berlin;75.907;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1090;14310-0525;BTB Blockheizkraftwerks- Träger- und Betreibergesellschaft mbH Berlin;BTB Heizkraftwerk Adlershof;BE;12489;Berlin;Berlin;34.270;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1149;14310-0589;Vattenfall Wärme Berlin AG;BHKW Köpenick;BE;12557;Berlin;Berlin;21.701;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1150;14310-0590;Vattenfall Wärme Berlin AG;HKW Charlottenburg;BE;10589;Berlin;Berlin;76.591;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1152;14310-0592;Messe Berlin GmbH;Betriebszentrale I;BE;14055;Berlin;Berlin;10.184;3;Energieumwandlung 20–50 MW FWL;NACE 82.30;;11000000;15
1163;14310-0605;Vattenfall Wärme Berlin AG;HW Altglienicke;BE;12524;Berlin;Berlin;6.280;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;11000000;15
1165;14310-0607;Vattenfall Wärme Berlin AG;HW Blankenburger Straße;BE;13156;Berlin;Berlin;8.481;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;11000000;15
1166;14310-0608;Vattenfall Wärme Berlin AG;HW Friedrichshagen;BE;12587;Berlin;Berlin;8.092;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;11000000;15
1167;14310-0609;Vattenfall Wärme Berlin AG;HKW Buch;BE;13125;Berlin;Berlin;37.922;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1169;14310-0611;Vattenfall Wärme Berlin AG;HW Scharnhorststraße;BE;10115;Berlin;Berlin;32.171;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1170;14310-0612;Vattenfall Wärme Berlin AG;HKW Klingenberg;BE;10317;Berlin;Berlin;598.412;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1175;14310-0618;Vattenfall Wärme Berlin AG;HKW Moabit;BE;13353;Berlin;Berlin;419.676;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1176;14310-0619;Vattenfall Wärme Berlin AG;HKW Lichtenberg (Marzahn);BE;12681;Berlin;Berlin;133.111;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1179;14310-0622;Vattenfall Wärme Berlin AG;HKW Reuter West;BE;13599;Berlin;Berlin;2.151.083;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1181;14310-0624;Vattenfall Wärme Berlin AG;HKW Reuter;BE;13599;Berlin;Berlin;216.722;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1182;14310-0625;Vattenfall Wärme Berlin AG;HKW Wilmersdorf;BE;14199;Berlin;Berlin;61.285;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1184;14310-0627;DEK Deutsche Extrakt Kaffee GmbH;DEK Feuerungsanlage;BE;12347;Berlin;Berlin;20.620;3;Energieumwandlung 20–50 MW FWL;NACE 10.83;;11000000;15
1194;14310-0638;Vattenfall Wärme Berlin AG;HKW Mitte;BE;10179;Berlin;Berlin;935.834;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1211;14310-0655;innogy SE;HHKW Berlin - Neukölln;BE;12355;Berlin;Berlin;5.508;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1220;14310-0664;Berliner Flughafen GmbH;Heizwerk mit 3 Heisswassererzeugern;BE;13405;Berlin;Berlin;8.099;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;11000000;15
1395;14310-0852;Deutsche Rentenversicherung Bund;Heizkraftwerk;BE;10709;Berlin;Berlin;11.254;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;11000000;15
1578;14310-1063;Vattenfall Wärme Berlin AG;HKW Lichterfelde;BE;12207;Berlin;Berlin;157.829;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1711;14310-1247;Bayer AG;Bayer AG Energiezentrale Berlin;BE;13353;Berlin;Berlin;41.353;2;Energieumwandlung ? 50 MW FWL;NACE 21.20;;11000000;15
1765;14310-1320;Bayerische Motoren Werke Aktiengesellschaft;BMW Werk 3 Berlin Energiezentrale;BE;13599;Berlin;Berlin;6.332;3;Energieumwandlung 20–50 MW FWL;NACE 30.91;;11000000;15
209842;14310-1926;Vattenfall Wärme Berlin AG;GuD-HKW Lichterfelde;BE;12207;Berlin;Berlin;236.519;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;11000000;15
1389;14310-0845;Opel Automobile GmbH;HKW Wiesengrund;TH;99817;Eisenach;Eisenach;31.093;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;07232218;2
901;14310-0310;Stadtwerke Suhl/Zella-Mehlis GmbH;HKW Bohrhügel;TH;98528;Suhl;Suhl;3.375;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;16054000;2
904;14310-0315;Stadtwerke Suhl/Zella-Mehlis GmbH;SW Suhl HW Gräfenleite;TH;98529;Suhl;Suhl;1;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;16054000;2
